,DP1806001184,DP1806001187,DP1806001196,DP1806001202,DP1806001220,DP1806001226,DP1806001238,DP1806001247,DP1806001250,DP1806001268,DP1806001274,DP1806001283,DP1806001289,DP1806001298,DP1806001304,DP1806001307,DP1806001319,DP1806001322,DP1806001331,DP1806001334,DP1806001337,DP1806001370,DP1806001373,DP1806001385,DP1806001394,DP1806001397,DP1806001400,DP1807004398,DP1807004404,DP1807004413,DP1807004416,DP1807004422,DP1807004425,DP1807004428,DP1807004446,DP1807004452,DP1807004455,DP1807004458,DP1807004470,DP1807004491,DP1807004509,DP1807004521,DP1807004527,DP1807004530,DP1808006728,DP1808006731,DP1808006746,DP1808006755,DP1808006758,DP1808006761,DP1808006767,DP1808006770,DP1808006773,DP1808006791,DP1808006833,DP1808006869,DP1808006899,DP1808006905,DP1807004410,DP1807004536,DP1808006743,DP1806001199,DP1806001232,DP1806001235,DP1807004437,DP1807004473,DP1807004479,DP1808006806,DP1808006809,DP1808006812,DP1808006815,DP1808006818,DP1808006821,DP1808006827,DP1808006848,DP1808006851,DP1808006854,DP1808006857,DP1808006860,DP1808006863,DP1808006872,DP1808006881,DP1808006884,DP1808006887,DP1808006890,DP1808006893,DP1807004494,DP1806001277,DP1806001262,DP1808006842,DP1808006875,DP1806001193,DP1806001229,DP1806001310,DP1806001358,DP1806001379,DP1806001403,DP1806001340,DP1806001208,DP1806001382,DP1806001241,DP1807004419,DP1806001205,DP1807004467,DP1808006740,DP1806001388,DP1807004497,DP1807004518,DP1808006782,DP1808006797,DP1808006803,DP1806001313,DP1807004431,DP1807004434,DP1808006866,DP1808006830,DP1807004386,DP1807004482,DP1808006824,DP1808006839,DP1808006878,DP1806001346,DP1808006908,DP1806001349,DP1806001295,DP1808006785,DP1808006725,DP1806001427,DP1806001451,DP1807004443,DP1808006737,DP1808006845,DP1807004506,DP1807004485,DP1806001280,DP1808006749,DP1806001286,DP1808006896,DP1806001244,DP1807004476,DP1807004407,DP1806001223,DP1806001391,DP1808006794,DP1807004488,DP1806001211,DP1808006912,DP1806001271,DP1806001406,DP1806001217,DP1807004515,DP1808006800,DP1807004512,DP1807004500,DP1806001214,DP1806001433,DP1806001457,DP1806001448,DP1806001436,DP1806001469,DP1808006674,DP1806001418,DP1806001415,DP1806001460,DP1808006719,DP1808006704,DP1806001454,DP1806001412,DP1806001421,DP1806001409,DP1808006683,DP1807004542,DP1807004551,DP1807004557,DP1807004560,DP1807004566,DP1807004572,DP1808006629,DP1808006632,DP1808006635,DP1808006638,DP1808006644,DP1808006650,DP1808006656,DP1808006659,DP1808006662,DP1808006665,DP1808006668,DP1808006686,DP1808006695,DP1808006698,DP1808006710,DP1808006713,DP1808006716,DP1808006671,DP1807004563,DP1808006707,DP1808006647,DP1807004290,DP1808006653,DP1807004545,DP1808006701,DP1808006641,DP1808006692,DP1808006722,DP1807004548,DP1807004575,DP1808006626,DP1807004461,DP1807004464,DP1807004449,DP1807004569,DP1808006788,DP1806001361,DP1806001328,DP1807004524,DP1807004287,DP1807004533,DP1808006764,DP1807004503,DP1807004440,DP1808006779,DP1808006836,DP1806001178,DP1808006752,DP1806001481,DP1807004375,DP1806001472,DP1807004296,DP1806001475,DP1806001478,DP1807004293,DP1807004326,DP1807004362,DP1807004320,DP1807004332,DP1807004338,DP1807004344,DP1807004350,DP1807004366,DP1807004372,DP1807004377,DP1807004281,DP1807004284,DP1807004299,DP1807004302,DP1807004305,DP1807004311,DP1807004314,DP1807004317,DP1807004329,DP1807004335,DP1807004341,DP1807004347,DP1807004353,DP1807004356,DP1807004359,DP1807004369,DP1807004380,DP1807004383,DP1807004389,DP1807004392,DP1807004395,DP1807004401
K09472,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
K09882,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
K10215,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,,,,,,,,,0.0,,0.0,,1.0,0.0,,,0.0,0.0,,,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0,,0.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
K10533,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
K10576,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
K10674,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
K11081,,,,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,,,,,,0.0,0.0,,,,0.0,,,,0.0,0.0,,0.0,,0.0,,,,0.0,,0.0,0.0,,0.0,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,0.0,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,1.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,,,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,1.0,,,,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
K11082,,,,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,,,0.0,,,,,,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,,,0.0,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,1.0,1.0,1.0,,,0.0,,0.0,,0.0,,,,0.0,1.0,,0.0,,,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,1.0,,0.0,,,,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,1.0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
K11084,,,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,0.0,,,0.0,,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,0.0,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,0.0,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,1.0,,,,,,0.0,,,,,,,1.0,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,1.0,0.0,0.0,,,,,0.0,,,,0.0,,,,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
K11385,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,,0.0,,,0.0,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,,,,0.0,,,,0.0,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,0.0,,,0.0,,0.0,,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,,1.0,1.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,,0.0,0.0,1.0,,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,,0.0,,0.0,0.0,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
K11534,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,,,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
K11608,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,,0.0,,,,0.0,,,,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,,,,,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,,1.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
K11609,,,0.0,0.0,,,,0.0,,,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
K11610,,,,,,,,,,,0.0,0.0,,,,,0.0,,,0.0,,,,,0.0,,0.0,0.0,,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,0.0,,0.0,0.0,,,,0.0,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,0.0,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,1.0,,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,,0.0,0.0,0.0,,,,0.0,,0.0,,,,,,,0.0,,0.0,,0.0,0.0,0.0,1.0,,,,,,,,,,0.0,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
K11611,,,,,,,,0.0,,,,0.0,,,,,0.0,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,0.0,,,,,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,,,,,0.0,0.0,,,0.0,,,,,0.0,,,,,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,0.0,,0.0,,,,,,0.0,,,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,,1.0,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
